Plot;Subplot;Plant_Simple;Fruit;Seed
1;E3;ME;100;100
1;E4;ME;70;70
1;E5;ME;0;0
1;E6;ME;60;60
1;F1;ME;0;0
1;F2;ME;0;0
1;F3;ME;90;90
1;F4;ME;110;110
1;F5;ME;55;55
1;F6;ME;0;0
2;A1;ME;0;0
2;A2;ME;0;0
2;A3;ME;60;60
2;A4;ME;110;110
2;A5;ME;90;90
2;A6;ME;100;100
2;B1;ME;70;70
2;B2;ME;0;0
2;B3;ME;80;80
2;B4;ME;60;60
2;B5;ME;0;0
2;B6;ME;90;90
2;C1;ME;0;0
2;C2;ME;0;0
2;C3;ME;70;70
2;C4;ME;125;125
2;C5;ME;0;0
2;C6;ME;150;150
2;D1;ME;70;70
2;D2;ME;75;75
2;D3;ME;120;120
2;D4;ME;130;130
2;D5;ME;0;0
2;D6;ME;90;90
2;E1;ME;70;70
2;E2;ME;130;130
2;E3;ME;120;120
2;E4;ME;120;120
2;E5;ME;70;70
2;E6;ME;100;100
2;F1;ME;60;60
2;F2;ME;70;70
2;F3;ME;0;0
2;F4;ME;140;140
2;F5;ME;120;120
2;F6;ME;0;0
3;A1;ME;0;0
3;A2;ME;0;0
3;A3;ME;0;0
3;A4;ME;0;0
3;A5;ME;0;0
3;A6;ME;0;0
3;B1;ME;0;0
3;B2;ME;0;0
3;B3;ME;0;0
3;B4;ME;0;0
3;B5;ME;40;40
3;B6;ME;30;30
3;C1;ME;25;25
3;C2;ME;0;0
3;C3;ME;0;0
3;C4;ME;190;190
3;C5;ME;90;90
3;C6;ME;75;75
3;D1;ME;50;50
3;D2;ME;0;0
3;D3;ME;0;0
3;D4;ME;140;140
3;D5;ME;0;0
3;D6;ME;0;0
3;E1;ME;0;0
3;E2;ME;0;0
3;E3;ME;0;0
3;E4;ME;0;0
3;E5;ME;0;0
3;E6;ME;0;0
3;F1;ME;0;0
3;F2;ME;0;0
3;F3;ME;0;0
3;F4;ME;0;0
3;F5;ME;0;0
3;F6;ME;0;0
4;A1;ME;0;0
4;A2;ME;0;0
4;A3;ME;0;0
4;A4;ME;0;0
4;A5;ME;0;0
4;A6;ME;0;0
4;B1;ME;0;0
4;B2;ME;0;0
4;B3;ME;0;0
4;B4;ME;0;0
4;B5;ME;0;0
4;B6;ME;0;0
4;C1;ME;0;0
4;C2;ME;0;0
4;C3;ME;0;0
4;C4;ME;0;0
4;C5;ME;0;0
4;C6;ME;0;0
4;D1;ME;0;0
4;D2;ME;0;0
4;D3;ME;0;0
4;D4;ME;0;0
4;D5;ME;0;0
4;D6;ME;0;0
4;E1;ME;0;0
4;E2;ME;0;0
4;E3;ME;110;110
4;E4;ME;120;120
4;E5;ME;0;0
4;E6;ME;0;0
4;F1;ME;0;0
4;F2;ME;0;0
4;F3;ME;0;0
4;F4;ME;0;0
4;F5;ME;0;0
4;F6;ME;0;0
5;A1;ME;0;0
5;A2;ME;120;120
5;A3;ME;120;120
5;A4;ME;105;105
5;A5;ME;0;0
5;A6;ME;0;0
5;B1;ME;0;0
5;B2;ME;0;0
5;B3;ME;0;0
5;B4;ME;0;0
5;B5;ME;0;0
5;B6;ME;0;0
5;C1;ME;0;0
5;C2;ME;0;0
5;C3;ME;0;0
5;C4;ME;0;0
5;C5;ME;0;0
5;C6;ME;0;0
5;D1;ME;0;0
5;D2;ME;0;0
5;D3;ME;0;0
5;D4;ME;0;0
5;D5;ME;0;0
5;D6;ME;0;0
5;E1;ME;0;0
5;E2;ME;0;0
5;E3;ME;0;0
5;E4;ME;0;0
5;E5;ME;0;0
5;E6;ME;0;0
5;F1;ME;0;0
5;F2;ME;0;0
5;F3;ME;0;0
5;F4;ME;0;0
5;F5;ME;0;0
5;F6;ME;0;0
6;A1;ME;0;0
6;A2;ME;0;0
6;A3;ME;0;0
6;A4;ME;0;0
6;A5;ME;0;0
6;A6;ME;0;0
6;B1;ME;0;0
6;B2;ME;0;0
6;B3;ME;0;0
6;B4;ME;0;0
6;B5;ME;0;0
6;B6;ME;0;0
6;C1;ME;0;0
6;C2;ME;0;0
6;C3;ME;0;0
6;C4;ME;0;0
6;C5;ME;0;0
6;C6;ME;0;0
6;D1;ME;0;0
6;D2;ME;0;0
6;D3;ME;0;0
6;D4;ME;0;0
6;D5;ME;0;0
6;D6;ME;0;0
6;E1;ME;0;0
6;E2;ME;0;0
6;E3;ME;0;0
6;E4;ME;0;0
6;E5;ME;0;0
6;E6;ME;0;0
6;F1;ME;0;0
6;F2;ME;0;0
6;F3;ME;0;0
6;F4;ME;0;0
6;F5;ME;0;0
6;F6;ME;0;0
7;A1;ME;0;0
7;A2;ME;0;0
7;A3;ME;0;0
7;A4;ME;0;0
7;A5;ME;250;250
7;A6;ME;0;0
7;B1;ME;0;0
7;B2;ME;250;250
7;B3;ME;0;0
7;B4;ME;120;120
7;B5;ME;80;80
7;B6;ME;140;140
7;C1;ME;0;0
7;C2;ME;180;180
7;C3;ME;100;100
7;C4;ME;0;0
7;C5;ME;0;0
7;C6;ME;0;0
7;D1;ME;0;0
7;D2;ME;0;0
7;D3;ME;120;120
7;D4;ME;140;140
7;D5;ME;0;0
7;D6;ME;0;0
7;E1;ME;0;0
7;E2;ME;0;0
7;E3;ME;100;100
7;E4;ME;0;0
7;E5;ME;0;0
7;E6;ME;0;0
7;F1;ME;0;0
7;F2;ME;100;100
7;F3;ME;200;200
7;F4;ME;90;90
7;F5;ME;0;0
7;F6;ME;0;0
8;A1;ME;0;0
8;A2;ME;0;0
8;A3;ME;0;0
8;A4;ME;0;0
8;A5;ME;0;0
8;A6;ME;0;0
8;B1;ME;0;0
8;B2;ME;250;250
8;B3;ME;195;195
8;B4;ME;250;250
8;B5;ME;0;0
8;B6;ME;200;200
8;C1;ME;250;250
8;C2;ME;250;250
8;C3;ME;0;0
8;C4;ME;0;0
8;C5;ME;0;0
8;C6;ME;0;0
8;D1;ME;175;175
8;D2;ME;0;0
8;D3;ME;250;250
8;D4;ME;0;0
8;D5;ME;0;0
8;D6;ME;0;0
8;E1;ME;0;0
8;E2;ME;250;250
8;E3;ME;0;0
8;E4;ME;225;225
8;E5;ME;250;250
8;E6;ME;0;0
8;F1;ME;225;225
8;F2;ME;0;0
8;F3;ME;195;195
8;F4;ME;0;0
8;F5;ME;0;0
8;F6;ME;0;0
9;A1;ME;0;0
9;A2;ME;0;0
9;A3;ME;0;0
9;A4;ME;0;0
9;A5;ME;0;0
9;A6;ME;10;10
9;B1;ME;15;15
9;B2;ME;35;35
9;B3;ME;40;40
9;B4;ME;150;150
9;B5;ME;30;30
9;B6;ME;0;0
9;C1;ME;0;0
9;C2;ME;60;60
9;C3;ME;70;70
9;C4;ME;150;150
9;C5;ME;0;0
9;C6;ME;75;75
9;D1;ME;0;0
9;D2;ME;0;0
9;D3;ME;70;70
9;D4;ME;70;70
9;D5;ME;0;0
9;D6;ME;0;0
9;E1;ME;0;0
9;E2;ME;120;120
9;E3;ME;90;90
9;E4;ME;0;0
9;E5;ME;0;0
9;E6;ME;0;0
9;F1;ME;0;0
9;F2;ME;0;0
9;F3;ME;0;0
9;F4;ME;0;0
9;F5;ME;0;0
9;F6;ME;0;0
1;A1;PUPA;0;0
1;A2;PUPA;0;0
1;A3;PUPA;0;0
1;A4;PUPA;0;0
1;A5;PUPA;0;0
1;A6;PUPA;0;0
1;B1;PUPA;0;0
1;B2;PUPA;0;0
1;B3;PUPA;0;0
1;B4;PUPA;0;0
1;B5;PUPA;0;0
1;B6;PUPA;0;0
1;C1;PUPA;0;0
1;C2;PUPA;0;0
1;C3;PUPA;0;0
1;C4;PUPA;0;0
1;C5;PUPA;0;0
1;C6;PUPA;0;0
1;D1;PUPA;0;0
1;D2;PUPA;0;0
1;D3;PUPA;0;0
1;D4;PUPA;0;0
1;D5;PUPA;0;0
1;D6;PUPA;0;0
1;E1;PUPA;0;0
1;E2;PUPA;0;0
1;E3;PUPA;0;0
1;E4;PUPA;0;0
1;E5;PUPA;0;0
1;E6;PUPA;0;0
1;F1;PUPA;0;0
1;F2;PUPA;0;0
1;F3;PUPA;0;0
1;F4;PUPA;0;0
1;F5;PUPA;0;0
1;F6;PUPA;0;0
2;A1;PUPA;0;0
2;A2;PUPA;0;0
2;A3;PUPA;0;0
2;A4;PUPA;0;0
2;A5;PUPA;0;0
2;A6;PUPA;0;0
2;B1;PUPA;0;0
2;B2;PUPA;0;0
2;B3;PUPA;0;0
2;B4;PUPA;0;0
2;B5;PUPA;0;0
2;B6;PUPA;0;0
2;C1;PUPA;0;0
2;C2;PUPA;0;0
2;C3;PUPA;0;0
2;C4;PUPA;0;0
2;C5;PUPA;12;420
2;C6;PUPA;0;0
2;D1;PUPA;0;0
2;D2;PUPA;0;0
2;D3;PUPA;0;0
2;D4;PUPA;0;0
2;D5;PUPA;0;0
2;D6;PUPA;7;245
2;E1;PUPA;0;0
2;E2;PUPA;0;0
2;E3;PUPA;0;0
2;E4;PUPA;0;0
2;E5;PUPA;0;0
2;E6;PUPA;0;0
2;F1;PUPA;0;0
2;F2;PUPA;0;0
2;F3;PUPA;0;0
2;F4;PUPA;0;0
2;F5;PUPA;0;0
2;F6;PUPA;4;140
3;A1;PUPA;0;0
3;A2;PUPA;0;0
3;A3;PUPA;0;0
3;A4;PUPA;0;0
3;A5;PUPA;0;0
3;A6;PUPA;0;0
3;B1;PUPA;0;0
3;B2;PUPA;0;0
3;B3;PUPA;0;0
3;B4;PUPA;0;0
3;B5;PUPA;0;0
3;B6;PUPA;0;0
3;C1;PUPA;0;0
3;C2;PUPA;0;0
3;C3;PUPA;0;0
3;C4;PUPA;0;0
3;C5;PUPA;0;0
3;C6;PUPA;0;0
3;D1;PUPA;0;0
3;D2;PUPA;0;0
3;D3;PUPA;0;0
3;D4;PUPA;0;0
3;D5;PUPA;0;0
3;D6;PUPA;0;0
3;E1;PUPA;0;0
3;E2;PUPA;0;0
3;E3;PUPA;0;0
3;E4;PUPA;0;0
3;E5;PUPA;0;0
3;E6;PUPA;0;0
3;F1;PUPA;0;0
3;F2;PUPA;0;0
3;F3;PUPA;0;0
3;F4;PUPA;0;0
3;F5;PUPA;0;0
3;F6;PUPA;0;0
4;A1;PUPA;0;0
4;A2;PUPA;0;0
4;A3;PUPA;0;0
4;A4;PUPA;0;0
4;A5;PUPA;0;0
4;A6;PUPA;0;0
4;B1;PUPA;0;0
4;B2;PUPA;0;0
4;B3;PUPA;0;0
4;B4;PUPA;0;0
4;B5;PUPA;0;0
4;B6;PUPA;0;0
4;C1;PUPA;0;0
4;C2;PUPA;0;0
4;C3;PUPA;0;0
4;C4;PUPA;0;0
4;C5;PUPA;0;0
4;C6;PUPA;0;0
4;D1;PUPA;0;0
4;D2;PUPA;0;0
4;D3;PUPA;0;0
4;D4;PUPA;0;0
4;D5;PUPA;0;0
4;D6;PUPA;0;0
4;E1;PUPA;0;0
4;E2;PUPA;0;0
4;E3;PUPA;0;0
4;E4;PUPA;0;0
4;E5;PUPA;0;0
4;E6;PUPA;0;0
4;F1;PUPA;0;0
4;F2;PUPA;0;0
4;F3;PUPA;0;0
4;F4;PUPA;0;0
4;F5;PUPA;0;0
4;F6;PUPA;0;0
5;A1;PUPA;0;0
5;A2;PUPA;0;0
5;A3;PUPA;0;0
5;A4;PUPA;0;0
5;A5;PUPA;0;0
5;A6;PUPA;0;0
5;B1;PUPA;0;0
5;B2;PUPA;0;0
5;B3;PUPA;0;0
5;B4;PUPA;0;0
5;B5;PUPA;0;0
5;B6;PUPA;0;0
5;C1;PUPA;0;0
5;C2;PUPA;0;0
5;C3;PUPA;0;0
5;C4;PUPA;0;0
5;C5;PUPA;0;0
5;C6;PUPA;0;0
5;D1;PUPA;0;0
5;D2;PUPA;0;0
5;D3;PUPA;0;0
5;D4;PUPA;0;0
5;D5;PUPA;0;0
5;D6;PUPA;0;0
5;E1;PUPA;0;0
5;E2;PUPA;0;0
5;E3;PUPA;0;0
5;E4;PUPA;0;0
5;E5;PUPA;0;0
5;E6;PUPA;0;0
5;F1;PUPA;0;0
5;F2;PUPA;0;0
5;F3;PUPA;0;0
5;F4;PUPA;0;0
5;F5;PUPA;0;0
5;F6;PUPA;0;0
6;A1;PUPA;0;0
6;A2;PUPA;0;0
6;A3;PUPA;0;0
6;A4;PUPA;0;0
6;A5;PUPA;0;0
6;A6;PUPA;0;0
6;B1;PUPA;0;0
6;B2;PUPA;0;0
6;B3;PUPA;0;0
6;B4;PUPA;0;0
6;B5;PUPA;0;0
6;B6;PUPA;0;0
6;C1;PUPA;0;0
6;C2;PUPA;0;0
6;C3;PUPA;0;0
6;C4;PUPA;0;0
6;C5;PUPA;0;0
6;C6;PUPA;0;0
6;D1;PUPA;0;0
6;D2;PUPA;0;0
6;D3;PUPA;0;0
6;D4;PUPA;0;0
6;D5;PUPA;0;0
6;D6;PUPA;0;0
6;E1;PUPA;0;0
6;E2;PUPA;0;0
6;E3;PUPA;0;0
6;E4;PUPA;0;0
6;E5;PUPA;0;0
6;E6;PUPA;0;0
6;F1;PUPA;0;0
6;F2;PUPA;0;0
6;F3;PUPA;0;0
6;F4;PUPA;0;0
6;F5;PUPA;0;0
6;F6;PUPA;0;0
7;A1;PUPA;15;525
7;A2;PUPA;10;350
7;A3;PUPA;0;0
7;A4;PUPA;15;525
7;A5;PUPA;24;840
7;A6;PUPA;20;700
7;B1;PUPA;8;280
7;B2;PUPA;0;0
7;B3;PUPA;0;0
7;B4;PUPA;11;385
7;B5;PUPA;9;315
7;B6;PUPA;12;420
7;C1;PUPA;15;525
7;C2;PUPA;0;0
7;C3;PUPA;12;420
7;C4;PUPA;5;175
7;C5;PUPA;14;490
7;C6;PUPA;22;770
7;D1;PUPA;0;0
7;D2;PUPA;0;0
7;D3;PUPA;6;210
7;D4;PUPA;14;490
7;D5;PUPA;17;595
7;D6;PUPA;21;735
7;E1;PUPA;0;0
7;E2;PUPA;0;0
7;E3;PUPA;16;560
7;E4;PUPA;7;245
7;E5;PUPA;9;315
7;E6;PUPA;7;245
7;F1;PUPA;0;0
7;F2;PUPA;0;0
7;F3;PUPA;0;0
7;F4;PUPA;14;490
7;F5;PUPA;6;210
7;F6;PUPA;0;0
8;A1;PUPA;0;0
8;A2;PUPA;9;315
8;A3;PUPA;12;420
8;A4;PUPA;15;525
8;A5;PUPA;9;315
8;A6;PUPA;7;245
8;B1;PUPA;0;0
8;B2;PUPA;11;385
8;B3;PUPA;21;735
8;B4;PUPA;30;1050
8;B5;PUPA;7;245
8;B6;PUPA;14;490
8;C1;PUPA;24;840
8;C2;PUPA;19;665
8;C3;PUPA;15;525
8;C4;PUPA;16;560
8;C5;PUPA;9;315
8;C6;PUPA;11;385
8;D1;PUPA;0;0
8;D2;PUPA;24;840
8;D3;PUPA;14;490
8;D4;PUPA;11;385
8;D5;PUPA;7;245
8;D6;PUPA;6;210
8;E1;PUPA;8;280
8;E2;PUPA;14;490
8;E3;PUPA;12;420
8;E4;PUPA;9;315
8;E5;PUPA;11;385
8;E6;PUPA;7;245
8;F1;PUPA;0;0
8;F2;PUPA;0;0
8;F3;PUPA;0;0
8;F4;PUPA;0;0
8;F5;PUPA;16;560
8;F6;PUPA;9;315
9;A1;PUPA;0;0
9;A2;PUPA;0;0
9;A3;PUPA;0;0
9;A4;PUPA;0;0
9;A5;PUPA;0;0
9;A6;PUPA;0;0
9;B1;PUPA;0;0
9;B2;PUPA;0;0
9;B3;PUPA;0;0
9;B4;PUPA;0;0
9;B5;PUPA;0;0
9;B6;PUPA;0;0
9;C1;PUPA;0;0
9;C2;PUPA;0;0
9;C3;PUPA;0;0
9;C4;PUPA;0;0
9;C5;PUPA;0;0
9;C6;PUPA;0;0
9;D1;PUPA;0;0
9;D2;PUPA;0;0
9;D3;PUPA;0;0
9;D4;PUPA;0;0
9;D5;PUPA;0;0
9;D6;PUPA;0;0
9;E1;PUPA;0;0
9;E2;PUPA;0;0
9;E3;PUPA;0;0
9;E4;PUPA;0;0
9;E5;PUPA;0;0
9;E6;PUPA;0;0
9;F1;PUPA;0;0
9;F2;PUPA;0;0
9;F3;PUPA;0;0
9;F4;PUPA;0;0
9;F5;PUPA;0;0
9;F6;PUPA;0;0
1;A1;CHMI;0;0
1;A2;CHMI;0;0
1;A3;CHMI;0;0
1;A4;CHMI;0;0
1;A5;CHMI;0;0
1;A6;CHMI;0;0
1;B1;CHMI;0;0
1;B2;CHMI;0;0
1;B3;CHMI;0;0
1;B4;CHMI;0;0
1;B5;CHMI;0;0
1;B6;CHMI;0;0
1;C1;CHMI;0;0
1;C2;CHMI;0;0
1;C3;CHMI;0;0
1;C4;CHMI;0;0
1;C5;CHMI;0;0
1;C6;CHMI;0;0
1;D1;CHMI;0;0
1;D2;CHMI;0;0
1;D3;CHMI;0;0
1;D4;CHMI;0;0
1;D5;CHMI;0;0
1;D6;CHMI;0;0
1;E1;CHMI;0;0
1;E2;CHMI;0;0
1;E3;CHMI;0;0
1;E4;CHMI;0;0
1;E5;CHMI;0;0
1;E6;CHMI;0;0
1;F1;CHMI;0;0
1;F2;CHMI;0;0
1;F3;CHMI;0;0
1;F4;CHMI;0;0
1;F5;CHMI;0;0
1;F6;CHMI;0;0
2;A1;CHMI;0;0
2;A2;CHMI;0;0
2;A3;CHMI;0;0
2;A4;CHMI;0;0
2;A5;CHMI;0;0
2;A6;CHMI;0;0
2;B1;CHMI;0;0
2;B2;CHMI;0;0
2;B3;CHMI;0;0
2;B4;CHMI;0;0
2;B5;CHMI;0;0
2;B6;CHMI;0;0
2;C1;CHMI;0;0
2;C2;CHMI;0;0
2;C3;CHMI;0;0
2;C4;CHMI;0;0
2;C5;CHMI;0;0
2;C6;CHMI;0;0
2;D1;CHMI;0;0
2;D2;CHMI;0;0
2;D3;CHMI;0;0
2;D4;CHMI;0;0
2;D5;CHMI;0;0
2;D6;CHMI;0;0
2;E1;CHMI;0;0
2;E2;CHMI;0;0
2;E3;CHMI;0;0
2;E4;CHMI;0;0
2;E5;CHMI;0;0
2;E6;CHMI;0;0
2;F1;CHMI;0;0
2;F2;CHMI;0;0
2;F3;CHMI;0;0
2;F4;CHMI;0;0
2;F5;CHMI;16;832
2;F5;CHMI;10;520
2;F5;CHMI;3;156
2;F5;CHMI;14;728
2;F5;CHMI;6;312
2;F6;CHMI;0;0
3;A1;CHMI;0;0
3;A2;CHMI;0;0
3;A3;CHMI;0;0
3;A4;CHMI;0;0
3;A5;CHMI;0;0
3;A6;CHMI;0;0
3;B1;CHMI;0;0
3;B2;CHMI;0;0
3;B3;CHMI;0;0
3;B4;CHMI;0;0
3;B5;CHMI;0;0
3;B6;CHMI;0;0
3;C1;CHMI;0;0
3;C2;CHMI;0;0
3;C3;CHMI;0;0
3;C4;CHMI;0;0
3;C5;CHMI;0;0
3;C6;CHMI;0;0
3;D1;CHMI;0;0
3;D2;CHMI;0;0
3;D3;CHMI;0;0
3;D4;CHMI;0;0
3;D5;CHMI;0;0
3;D6;CHMI;0;0
3;E1;CHMI;0;0
3;E2;CHMI;0;0
3;E3;CHMI;0;0
3;E4;CHMI;0;0
3;E5;CHMI;0;0
3;E6;CHMI;0;0
3;F1;CHMI;0;0
3;F2;CHMI;0;0
3;F3;CHMI;0;0
3;F4;CHMI;0;0
3;F5;CHMI;0;0
3;F6;CHMI;0;0
4;A1;CHMI;0;0
4;A2;CHMI;0;0
4;A3;CHMI;0;0
4;A4;CHMI;0;0
4;A5;CHMI;0;0
4;A6;CHMI;0;0
4;B1;CHMI;0;0
4;B2;CHMI;0;0
4;B3;CHMI;0;0
4;B4;CHMI;0;0
4;B5;CHMI;0;0
4;B6;CHMI;0;0
4;C1;CHMI;0;0
4;C2;CHMI;0;0
4;C3;CHMI;0;0
4;C4;CHMI;0;0
4;C5;CHMI;0;0
4;C6;CHMI;0;0
4;D1;CHMI;0;0
4;D2;CHMI;0;0
4;D3;CHMI;0;0
4;D4;CHMI;0;0
4;D5;CHMI;0;0
4;D6;CHMI;0;0
4;E1;CHMI;0;0
4;E2;CHMI;0;0
4;E3;CHMI;0;0
4;E4;CHMI;0;0
4;E5;CHMI;0;0
4;E6;CHMI;0;0
4;F1;CHMI;0;0
4;F2;CHMI;0;0
4;F3;CHMI;0;0
4;F4;CHMI;0;0
4;F5;CHMI;0;0
4;F6;CHMI;0;0
5;A1;CHMI;0;0
5;A2;CHMI;0;0
5;A3;CHMI;0;0
5;A4;CHMI;0;0
5;A5;CHMI;0;0
5;A6;CHMI;0;0
5;B1;CHMI;0;0
5;B2;CHMI;0;0
5;B3;CHMI;0;0
5;B4;CHMI;0;0
5;B5;CHMI;0;0
5;B6;CHMI;0;0
5;C1;CHMI;0;0
5;C2;CHMI;0;0
5;C3;CHMI;0;0
5;C4;CHMI;0;0
5;C5;CHMI;0;0
5;C6;CHMI;0;0
5;D1;CHMI;0;0
5;D2;CHMI;0;0
5;D3;CHMI;0;0
5;D4;CHMI;0;0
5;D5;CHMI;0;0
5;D6;CHMI;0;0
5;E1;CHMI;0;0
5;E2;CHMI;0;0
5;E3;CHMI;0;0
5;E4;CHMI;0;0
5;E5;CHMI;0;0
5;E6;CHMI;0;0
5;F1;CHMI;0;0
5;F2;CHMI;0;0
5;F3;CHMI;0;0
5;F4;CHMI;0;0
5;F5;CHMI;0;0
5;F6;CHMI;0;0
6;A1;CHMI;0;0
6;A2;CHMI;0;0
6;A3;CHMI;0;0
6;A4;CHMI;0;0
6;A5;CHMI;0;0
6;A6;CHMI;0;0
6;B1;CHMI;0;0
6;B2;CHMI;0;0
6;B3;CHMI;0;0
6;B4;CHMI;0;0
6;B5;CHMI;0;0
6;B6;CHMI;0;0
6;C1;CHMI;0;0
6;C2;CHMI;0;0
6;C3;CHMI;0;0
6;C4;CHMI;0;0
6;C5;CHMI;0;0
6;C6;CHMI;0;0
6;D1;CHMI;0;0
6;D2;CHMI;0;0
6;D3;CHMI;0;0
6;D4;CHMI;0;0
6;D5;CHMI;0;0
6;D6;CHMI;0;0
6;E1;CHMI;0;0
6;E2;CHMI;0;0
6;E3;CHMI;0;0
6;E4;CHMI;0;0
6;E5;CHMI;0;0
6;E6;CHMI;0;0
6;F1;CHMI;0;0
6;F2;CHMI;0;0
6;F3;CHMI;0;0
6;F4;CHMI;0;0
6;F5;CHMI;0;0
6;F6;CHMI;0;0
7;A1;CHMI;0;0
7;A2;CHMI;0;0
7;A3;CHMI;0;0
7;A4;CHMI;0;0
7;A5;CHMI;0;0
7;A6;CHMI;0;0
7;B1;CHMI;0;0
7;B2;CHMI;0;0
7;B3;CHMI;0;0
7;B4;CHMI;0;0
7;B5;CHMI;0;0
7;B6;CHMI;50;2600
7;C1;CHMI;0;0
7;C2;CHMI;0;0
7;C3;CHMI;0;0
7;C4;CHMI;0;0
7;C5;CHMI;0;0
7;C6;CHMI;0;0
7;D1;CHMI;0;0
7;D2;CHMI;0;0
7;D3;CHMI;0;0
7;D4;CHMI;0;0
7;D5;CHMI;0;0
7;D6;CHMI;0;0
7;E1;CHMI;0;0
7;E2;CHMI;0;0
7;E3;CHMI;0;0
7;E4;CHMI;0;0
7;E5;CHMI;0;0
7;E6;CHMI;0;0
7;F1;CHMI;0;0
7;F2;CHMI;0;0
7;F3;CHMI;0;0
7;F4;CHMI;0;0
7;F5;CHMI;0;0
7;F6;CHMI;0;0
8;A1;CHMI;0;0
8;A2;CHMI;0;0
8;A3;CHMI;0;0
8;A4;CHMI;0;0
8;A5;CHMI;0;0
8;A6;CHMI;0;0
8;B1;CHMI;0;0
8;B2;CHMI;0;0
8;B3;CHMI;0;0
8;B4;CHMI;0;0
8;B5;CHMI;0;0
8;B6;CHMI;0;0
8;C1;CHMI;0;0
8;C2;CHMI;0;0
8;C3;CHMI;0;0
8;C4;CHMI;0;0
8;C5;CHMI;0;0
8;C6;CHMI;0;0
8;D1;CHMI;0;0
8;D2;CHMI;0;0
8;D3;CHMI;0;0
8;D4;CHMI;0;0
8;D5;CHMI;0;0
8;D6;CHMI;0;0
8;E1;CHMI;0;0
8;E2;CHMI;0;0
8;E3;CHMI;0;0
8;E4;CHMI;0;0
8;E5;CHMI;0;0
8;E6;CHMI;0;0
8;F1;CHMI;0;0
8;F2;CHMI;0;0
8;F3;CHMI;0;0
8;F4;CHMI;0;0
8;F5;CHMI;0;0
8;F6;CHMI;0;0
9;A1;CHMI;0;0
9;A2;CHMI;0;0
9;A3;CHMI;0;0
9;A4;CHMI;0;0
9;A5;CHMI;0;0
9;A6;CHMI;0;0
9;B1;CHMI;0;0
9;B2;CHMI;0;0
9;B3;CHMI;0;0
9;B4;CHMI;0;0
9;B5;CHMI;0;0
9;B6;CHMI;0;0
9;C1;CHMI;0;0
9;C2;CHMI;0;0
9;C3;CHMI;0;0
9;C4;CHMI;0;0
9;C5;CHMI;0;0
9;C6;CHMI;0;0
9;D1;CHMI;0;0
9;D2;CHMI;0;0
9;D3;CHMI;0;0
9;D4;CHMI;0;0
9;D5;CHMI;0;0
9;D6;CHMI;0;0
9;E1;CHMI;0;0
9;E2;CHMI;0;0
9;E3;CHMI;0;0
9;E4;CHMI;0;0
9;E5;CHMI;0;0
9;E6;CHMI;0;0
9;F1;CHMI;0;0
9;F2;CHMI;0;0
9;F3;CHMI;0;0
9;F4;CHMI;0;0
9;F5;CHMI;0;0
9;F6;CHMI;0;0
