"year";"plot";"subplot";"focal";"distance";"neigh_intra";"neigh_inter";"edge"
2017;1;"F6";"LEMA";"d1";2;2;TRUE
2017;2;"A1";"LEMA";"d1";2;0;TRUE
2017;2;"A2";"CHFU";"d1";0;3;TRUE
2017;2;"A2";"LEMA";"d1";0;0;TRUE
2017;2;"A3";"LEMA";"d1";1;0;TRUE
2017;2;"A4";"LEMA";"d1";2;0;TRUE
2017;2;"A5";"CHFU";"d1";0;2;TRUE
2017;2;"A5";"LEMA";"d1";1;0;TRUE
2017;2;"A6";"LEMA";"d1";2;0;TRUE
2017;2;"B1";"LEMA";"d1";2;0;TRUE
2017;2;"B2";"LEMA";"d1";0;0;FALSE
2017;2;"B3";"CHFU";"d1";0;1;FALSE
2017;2;"B3";"LEMA";"d1";1;0;FALSE
2017;2;"B4";"CHFU";"d1";0;2;FALSE
2017;2;"B4";"LEMA";"d1";0;0;FALSE
2017;2;"B5";"LEMA";"d1";1;0;FALSE
2017;2;"B6";"LEMA";"d1";2;0;TRUE
2017;2;"C1";"LEMA";"d1";1;0;TRUE
2017;2;"C2";"CHFU";"d1";0;2;FALSE
2017;2;"C2";"CHFU";"d1";0;3;FALSE
2017;2;"C2";"CHFU";"d1";0;2;FALSE
2017;2;"C2";"CHFU";"d1";0;3;FALSE
2017;2;"C2";"LEMA";"d1";1;0;FALSE
2017;2;"C3";"LEMA";"d1";1;0;FALSE
2017;2;"C4";"LEMA";"d1";2;0;FALSE
2017;2;"C5";"LEMA";"d1";2;0;FALSE
2017;2;"C6";"LEMA";"d1";1;0;TRUE
2017;2;"D1";"CHFU";"d1";0;1;TRUE
2017;2;"D1";"LEMA";"d1";2;0;TRUE
2017;2;"D2";"CHFU";"d1";2;2;FALSE
2017;2;"D2";"LEMA";"d1";0;0;FALSE
2017;2;"D3";"CHFU";"d1";0;0;FALSE
2017;2;"D3";"LEMA";"d1";0;2;FALSE
2017;2;"D4";"LEMA";"d1";1;0;FALSE
2017;2;"D5";"LEMA";"d1";1;0;FALSE
2017;2;"D6";"LEMA";"d1";2;0;TRUE
2017;2;"E1";"CHFU";"d1";0;1;TRUE
2017;2;"E1";"LEMA";"d1";1;0;TRUE
2017;2;"E2";"CHFU";"d1";0;2;FALSE
2017;2;"E2";"CHFU";"d1";0;3;FALSE
2017;2;"E2";"CHFU";"d1";0;2;FALSE
2017;2;"E2";"CHFU";"d1";0;3;FALSE
2017;2;"E2";"LEMA";"d1";0;0;FALSE
2017;2;"E3";"CHFU";"d1";0;1;FALSE
2017;2;"E3";"LEMA";"d1";2;1;FALSE
2017;2;"E4";"CHFU";"d1";0;1;FALSE
2017;2;"E4";"LEMA";"d1";2;0;FALSE
2017;2;"E5";"LEMA";"d1";0;0;FALSE
2017;2;"E6";"LEMA";"d1";2;0;TRUE
2017;2;"F1";"LEMA";"d1";2;0;TRUE
2017;2;"F2";"CHFU";"d1";0;3;TRUE
2017;2;"F2";"CHFU";"d1";0;2;TRUE
2017;2;"F2";"CHFU";"d1";1;3;TRUE
2017;2;"F2";"CHFU";"d1";1;2;TRUE
2017;2;"F2";"LEMA";"d1";1;0;TRUE
2017;2;"F3";"LEMA";"d1";2;0;TRUE
2017;2;"F4";"CHFU";"d1";0;2;TRUE
2017;2;"F4";"LEMA";"d1";1;0;TRUE
2017;2;"F5";"LEMA";"d1";3;3;TRUE
2017;2;"F6";"LEMA";"d1";1;0;TRUE
2017;3;"A1";"CHFU";"d1";3;2;TRUE
2017;3;"A1";"LEMA";"d1";2;2;TRUE
2017;3;"A2";"CHFU";"d1";3;1;TRUE
2017;3;"A2";"LEMA";"d1";2;1;TRUE
2017;3;"A3";"CHFU";"d1";1;1;TRUE
2017;3;"A3";"LEMA";"d1";0;2;TRUE
2017;3;"A4";"CHFU";"d1";1;1;TRUE
2017;3;"A4";"LEMA";"d1";1;0;TRUE
2017;3;"A5";"CHFU";"d1";1;0;TRUE
2017;3;"A5";"LEMA";"d1";2;0;TRUE
2017;3;"A6";"CHFU";"d1";0;2;TRUE
2017;3;"A6";"LEMA";"d1";1;0;TRUE
2017;3;"B1";"CHFU";"d1";2;0;TRUE
2017;3;"B1";"LEMA";"d1";1;1;TRUE
2017;3;"B2";"CHFU";"d1";2;1;FALSE
2017;3;"B2";"LEMA";"d1";3;0;FALSE
2017;3;"B3";"CHFU";"d1";0;3;FALSE
2017;3;"B3";"LEMA";"d1";2;3;FALSE
2017;3;"B4";"CHFU";"d1";0;0;FALSE
2017;3;"B4";"LEMA";"d1";2;1;FALSE
2017;3;"B5";"CHFU";"d1";2;0;FALSE
2017;3;"B5";"LEMA";"d1";1;0;FALSE
